EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
733.0,31.0,0.0,Travel_Rarely,408.0,Research & Development,9.0,4,Life Sciences,1.0,3,Male,42.0,2.0,1,Research Scientist,2,Single,2656.9999999999995,7551.0,0,Y,Yes,16.0,3,4,80.0,0,3.0,5,3,2.0,2.0,2.0,2.0
734.0,21.0,0.0,Travel_Rarely,984.0,Research & Development,1.0,1,Technical Degree,1.0,4,Female,70.0,2.0,1,Research Scientist,2,Single,2070.0,25326.0,1,Y,Yes,11.0,3,3,80.0,0,2.0,6,4,2.0,2.0,2.0,2.0
735.0,36.0,0.0,Travel_Frequently,1467.0,Sales,11.0,2,Technical Degree,1.0,2,Female,92.0,3.0,3,Sales Executive,4,Married,9738.0,22952.0,0,Y,No,14.0,3,3,80.0,1,10.0,6,3,9.0,7.0,2.0,8.0
736.0,25.0,0.0,Travel_Rarely,685.0,Research & Development,1.0,3,Life Sciences,1.0,1,Female,62.0,3.0,2,Manufacturing Director,3,Married,4898.0,7505.0,0,Y,No,12.0,3,4,80.0,2,5.0,3,3,4.0,2.0,1.0,2.0
737.0,46.0,0.0,Non-Travel,1144.0,Research & Development,7.0,4,Medical,1.0,3,Female,30.0,3.0,2,Manufacturing Director,3,Married,5258.0,16044.0,2,Y,No,14.0,3,3,80.0,0,7.0,2,4,1.0,0.0,2.220446049250313e-16,0.0
738.0,29.0,0.0,Travel_Rarely,738.0,Research & Development,9.0,5,Other,1.0,2,Male,30.0,2.0,1,Laboratory Technician,4,Single,3983.0,7621.0,0,Y,No,17.0,3,3,80.0,0,4.0,2,3,3.0,2.0,2.0,2.0
739.0,44.0,1.0,Travel_Frequently,920.0,Research & Development,24.0,3,Life Sciences,1.0,4,Male,43.0,3.0,1,Laboratory Technician,3,Divorced,3161.0000000000005,19920.0,3,Y,Yes,22.0,4,4,80.0,1,19.0,0,1,1.0,0.0,2.220446049250313e-16,0.0
740.0,26.0,0.0,Travel_Rarely,933.0,Sales,1.0,3,Life Sciences,1.0,3,Male,57.0,3.0,2,Sales Executive,3,Married,5296.0,20156.0,1,Y,No,17.0,3,2,80.0,1,8.0,3,3,8.0,7.0,7.0,7.0
741.0,55.0,0.0,Non-Travel,444.0,Research & Development,2.0,1,Medical,1.0,3,Male,40.0,2.0,4,Manager,1,Single,16756.000000000004,17323.0,7,Y,No,15.0,3,2,80.0,0,31.0,3,4,9.0,7.0,6.0,2.0
743.0,35.0,0.0,Travel_Rarely,464.0,Research & Development,4.0,2,Other,1.0,3,Male,75.0,3.0,1,Laboratory Technician,4,Divorced,1951.0,10910.0,1,Y,No,12.0,3,3,80.0,1,1.0,3,3,1.0,0.0,2.220446049250313e-16,0.0
745.0,29.0,1.0,Travel_Frequently,337.0,Research & Development,14.0,1,Other,1.0,3,Female,84.0,3.0,3,Healthcare Representative,4,Single,7553.0,22930.0,0,Y,Yes,12.0,3,1,80.0,0,9.0,1,3,8.0,7.0,7.0,7.0
747.0,32.0,0.0,Travel_Rarely,498.0,Research & Development,3.0,4,Medical,1.0,3,Female,93.0,3.0,2,Manufacturing Director,1,Married,6725.0,13554.0,1,Y,No,12.0,3,3,80.0,1,8.0,2,4,8.0,7.0,6.0,3.0
748.0,41.0,1.0,Travel_Rarely,1356.0,Sales,20.0,2,Marketing,1.0,2,Female,70.0,3.0,1,Sales Representative,2,Single,3140.0,21728.0,1,Y,Yes,22.0,4,4,80.0,0,4.0,5,2,4.0,3.0,2.220446049250313e-16,2.0
749.0,28.0,1.0,Travel_Rarely,890.0,Research & Development,2.0,4,Medical,1.0,3,Male,46.0,3.0,1,Research Scientist,3,Single,4382.0,16374.0,6,Y,No,17.0,3,4,80.0,0,5.0,3,2,2.0,2.0,2.0,1.0
750.0,35.0,0.0,Travel_Frequently,482.0,Research & Development,4.0,4,Life Sciences,1.0,3,Male,87.0,3.0,2,Research Scientist,3,Single,4249.0,2690.0,1,Y,Yes,11.0,3,2,80.0,0,9.0,3,3,9.0,6.0,1.0,1.0
752.0,28.0,0.0,Travel_Frequently,791.0,Research & Development,1.0,4,Medical,1.0,4,Male,44.0,3.0,1,Laboratory Technician,3,Single,2154.0,6842.000000000001,0,Y,Yes,11.0,3,3,80.0,0,5.0,2,2,4.0,2.0,2.220446049250313e-16,2.0
753.0,45.0,0.0,Travel_Frequently,1199.0,Research & Development,7.0,4,Life Sciences,1.0,1,Male,77.0,4.0,2,Manufacturing Director,3,Married,6434.0,5118.0,4,Y,No,17.0,3,4,80.0,1,9.0,1,3,3.0,2.0,2.220446049250313e-16,2.0
754.0,42.0,0.0,Travel_Rarely,933.0,Research & Development,29.0,3,Life Sciences,1.0,2,Male,98.0,3.0,2,Manufacturing Director,2,Married,4434.0,11806.0,1,Y,No,13.0,3,4,80.0,1,10.0,3,2,9.0,8.0,7.0,8.0
755.0,29.0,0.0,Non-Travel,746.0,Sales,2.0,3,Life Sciences,1.0,4,Male,61.0,3.0,2,Sales Executive,3,Married,4649.0,16928.0,1,Y,No,14.0,3,1,80.0,1,4.0,3,2,4.0,3.0,2.220446049250313e-16,2.0
756.0,26.0,0.0,Travel_Rarely,583.0,Research & Development,4.0,2,Life Sciences,1.0,3,Male,53.0,3.0,1,Research Scientist,4,Single,2875.0,9973.0,1,Y,Yes,20.0,4,2,80.0,0,8.0,2,2,8.0,5.0,2.0,2.0
757.0,59.0,0.0,Travel_Rarely,1435.0,Sales,25.0,3,Life Sciences,1.0,1,Female,99.0,3.0,3,Sales Executive,1,Single,7637.0,2354.0,7,Y,No,11.0,3,4,80.0,0,28.0,3,2,18.0,14.5,7.0,9.0
758.0,31.0,0.0,Travel_Rarely,670.0,Research & Development,26.0,1,Life Sciences,1.0,1,Male,31.0,3.0,1,Research Scientist,3,Divorced,2911.0,15170.0,1,Y,No,17.0,3,4,80.0,1,5.0,1,2,5.0,2.0,4.0,3.0
760.0,52.0,0.0,Travel_Rarely,319.0,Research & Development,3.0,3,Medical,1.0,4,Male,39.0,2.0,3,Manufacturing Director,3,Married,7969.0,19609.0,2,Y,Yes,14.0,3,3,80.0,0,28.0,4,3,5.0,4.0,2.220446049250313e-16,4.0
762.0,38.0,0.0,Travel_Rarely,330.0,Research & Development,17.0,1,Life Sciences,1.0,3,Female,65.0,2.0,3,Healthcare Representative,3,Married,8823.0,24608.0,0,Y,No,18.0,3,1,80.0,1,20.0,4,2,18.0,9.0,1.0,9.0
763.0,30.0,0.0,Travel_Rarely,1427.0,Research & Development,2.0,1,Medical,1.0,2,Male,35.0,2.0,1,Laboratory Technician,4,Single,2719.9999999999995,11162.0,0,Y,No,13.0,3,4,80.0,0,6.0,3,3,5.0,3.0,1.0,2.0
764.0,39.0,1.0,Travel_Frequently,203.0,Research & Development,2.0,3,Life Sciences,1.0,1,Male,84.0,3.0,4,Healthcare Representative,4,Divorced,12169.0,13547.0,7,Y,No,11.0,3,4,80.0,3,21.0,4,3,18.0,7.0,7.499999999999999,5.0
767.0,34.0,0.0,Non-Travel,697.0,Research & Development,3.0,4,Life Sciences,1.0,3,Male,40.0,2.0,1,Research Scientist,4,Married,2979.0,22478.0,3,Y,No,17.0,3,4,80.0,3,6.0,2,3,8.881784197001252e-16,0.0,2.220446049250313e-16,0.0
771.0,41.0,0.0,Travel_Rarely,1411.0,Research & Development,19.0,2,Life Sciences,1.0,3,Male,36.0,3.0,2,Research Scientist,1,Divorced,3072.0,19877.0,2,Y,No,16.0,3,1,80.0,2,17.0,2,2,1.0,0.0,2.220446049250313e-16,0.0
774.0,26.0,1.0,Travel_Rarely,471.0,Research & Development,24.0,3,Technical Degree,1.0,3,Male,66.0,1.0,1,Laboratory Technician,4,Single,2340.0,23213.0,1,Y,Yes,18.0,3,2,80.0,0,1.0,3,1,1.0,0.0,2.220446049250313e-16,0.0
776.0,42.0,0.0,Travel_Frequently,1271.0,Research & Development,2.0,1,Medical,1.0,2,Male,35.0,3.0,1,Research Scientist,4,Single,2515.0,9068.0,5,Y,Yes,14.0,3,4,80.0,0,8.0,2,3,2.0,1.0,2.0,2.0
777.0,41.0,0.0,Travel_Rarely,314.0,Human Resources,1.0,3,Human Resources,1.0,4,Male,59.0,2.0,5,Manager,3,Married,17490.875,19562.0,1,Y,No,12.0,3,2,80.0,1,22.0,3,3,18.0,7.0,2.0,10.0
778.0,30.0,0.0,Travel_Rarely,1358.0,Sales,16.0,1,Life Sciences,1.0,4,Male,96.0,3.0,2,Sales Executive,3,Married,5301.0,2939.0,8,Y,No,15.0,3,3,80.0,2,4.0,2,2,2.0,1.0,2.0,2.0
779.0,30.0,0.0,Non-Travel,111.0,Research & Development,9.0,3,Medical,1.0,3,Male,66.0,3.0,2,Laboratory Technician,1,Divorced,3072.0,11012.0,1,Y,No,11.0,3,3,80.0,2,12.0,4,3,12.0,9.0,6.0,10.0
780.0,19.0,1.0,Travel_Rarely,419.0,Sales,21.0,3,Other,1.0,4,Male,37.0,2.0,1,Sales Representative,2,Single,2121.0,9947.0,1,Y,Yes,13.0,3,2,80.0,0,1.0,3,4,1.0,0.0,2.220446049250313e-16,0.0
782.0,27.0,0.0,Travel_Rarely,618.0,Research & Development,4.0,3,Life Sciences,1.0,2,Female,76.0,3.0,1,Research Scientist,3,Single,2318.0,17808.0,1,Y,No,19.0,3,3,80.0,0,1.0,2,3,1.0,1.0,2.220446049250313e-16,0.0
783.0,38.0,0.0,Travel_Rarely,119.0,Sales,3.0,3,Life Sciences,1.0,1,Male,76.0,3.0,3,Sales Executive,3,Divorced,10609.0,9647.0,0,Y,No,12.0,3,3,80.0,2,17.0,6,2,16.0,10.0,5.0,13.0
784.0,36.0,0.0,Non-Travel,1229.0,Sales,8.0,4,Technical Degree,1.0,1,Male,84.0,3.0,2,Sales Executive,4,Divorced,5079.0,25952.0,4,Y,No,13.0,3,4,80.0,2,12.0,3,3,7.0,7.0,2.220446049250313e-16,7.0
786.0,32.0,1.0,Travel_Rarely,1033.0,Research & Development,9.0,3,Medical,1.0,1,Female,41.0,3.0,1,Laboratory Technician,1,Single,4200.0,10224.0,7,Y,No,22.0,4,1,80.0,0,10.0,2,4,5.0,4.0,2.220446049250313e-16,4.0
787.0,39.0,0.0,Travel_Rarely,1329.0,Sales,4.0,4,Life Sciences,1.0,4,Female,47.0,2.0,2,Sales Executive,3,Married,5902.0,14590.0,4,Y,No,14.0,3,3,80.0,1,17.0,1,4,15.0,11.0,5.0,9.0
788.0,33.0,1.0,Travel_Frequently,1076.0,Research & Development,3.0,3,Life Sciences,1.0,1,Male,70.0,3.0,1,Research Scientist,1,Single,3348.0,3164.0,1,Y,Yes,11.0,3,1,80.0,0,10.0,3,3,10.0,8.0,7.499999999999999,7.0
789.0,46.0,0.0,Travel_Rarely,1485.0,Research & Development,18.0,3,Medical,1.0,3,Female,87.0,3.0,2,Manufacturing Director,3,Divorced,4810.0,26314.0,2,Y,No,14.0,3,3,80.0,1,19.0,5,2,10.0,7.0,2.220446049250313e-16,8.0
790.0,46.0,0.0,Travel_Rarely,1125.0,Sales,10.0,3,Marketing,1.0,3,Female,94.0,2.0,3,Sales Executive,4,Married,9071.0,11563.0,2,Y,Yes,19.0,3,3,80.0,1,15.0,3,3,3.0,2.0,1.0,2.0
791.0,41.0,0.0,Travel_Rarely,263.0,Research & Development,6.0,3,Medical,1.0,4,Male,59.0,3.0,1,Laboratory Technician,1,Single,4721.0,3119.0,2,Y,Yes,13.0,3,3,80.0,0,20.0,3,3,18.0,13.0,2.0,14.5
793.0,39.0,0.0,Travel_Rarely,141.0,Human Resources,3.0,3,Human Resources,1.0,3,Female,44.0,4.0,2,Human Resources,2,Married,6389.0,18767.0,9,Y,No,15.0,3,3,80.0,1,12.0,3,1,8.0,3.0,3.0,6.0
795.0,34.0,1.0,Non-Travel,1362.0,Sales,19.0,3,Marketing,1.0,1,Male,67.0,4.0,2,Sales Executive,4,Single,5304.0,4652.0,8,Y,Yes,13.0,3,2,80.0,0,9.0,3,2,5.0,2.0,2.220446049250313e-16,4.0
796.0,34.0,0.0,Travel_Rarely,419.0,Research & Development,7.0,4,Life Sciences,1.0,1,Female,53.0,3.0,3,Research Director,2,Single,11994.0,21293.0,0,Y,No,11.0,3,3,80.0,0,13.0,4,3,12.0,6.0,2.0,11.0
798.0,29.0,0.0,Travel_Rarely,144.0,Sales,10.0,1,Marketing,1.0,4,Female,39.0,2.0,2,Sales Executive,2,Divorced,8268.0,11866.0,1,Y,Yes,14.0,3,1,80.0,2,7.0,2,3,7.0,7.0,1.0,7.0
799.0,37.0,0.0,Travel_Rarely,290.0,Research & Development,21.0,3,Life Sciences,1.0,2,Male,65.0,4.0,1,Research Scientist,1,Married,3564.0,22977.0,1,Y,Yes,12.0,3,1,80.0,1,8.0,3,2,8.0,7.0,1.0,7.0
800.0,35.0,0.0,Travel_Rarely,1229.0,Research & Development,8.0,1,Life Sciences,1.0,4,Male,36.0,4.0,1,Laboratory Technician,4,Married,2269.0,4892.0,1,Y,No,19.0,3,4,80.0,0,1.0,2,3,1.0,0.0,2.220446049250313e-16,1.0
801.0,46.0,0.0,Travel_Rarely,644.0,Research & Development,1.0,4,Medical,1.0,4,Male,97.0,3.0,3,Healthcare Representative,1,Divorced,9396.0,12368.0,7,Y,No,16.0,3,3,80.0,1,17.0,3,3,4.0,2.0,2.220446049250313e-16,3.0
802.0,47.0,1.0,Travel_Frequently,719.0,Sales,27.0,2,Life Sciences,1.0,2,Female,77.0,4.0,2,Sales Executive,3,Single,6397.0,10339.0,4,Y,Yes,12.0,3,4,80.0,0,8.0,2,3,5.0,4.0,1.0,3.0
803.0,30.0,0.0,Travel_Frequently,1012.0,Research & Development,5.0,4,Life Sciences,1.0,2,Male,75.0,2.0,1,Research Scientist,4,Divorced,3761.0,2373.0,9,Y,No,12.0,3,2,80.0,1,10.0,3,2,5.0,4.0,2.220446049250313e-16,3.0
804.0,29.0,0.0,Travel_Rarely,1107.0,Research & Development,28.0,4,Life Sciences,1.0,3,Female,93.0,3.0,1,Research Scientist,4,Divorced,2514.0,26968.0,4,Y,No,22.0,4,1,80.0,1,11.0,1,3,7.0,5.0,1.0,7.0
805.0,50.0,0.0,Travel_Rarely,1207.0,Research & Development,28.0,1,Medical,1.0,4,Male,74.0,4.0,1,Laboratory Technician,3,Married,3221.0,3297.0,1,Y,Yes,11.0,3,3,80.0,3,20.0,3,3,18.0,8.0,3.0,8.0
806.0,34.0,0.0,Travel_Rarely,1400.0,Sales,9.0,1,Life Sciences,1.0,2,Female,70.0,3.0,2,Sales Executive,3,Married,5714.0,5829.0,1,Y,No,20.0,4,1,80.0,0,6.0,3,2,6.0,5.0,1.0,3.0
807.0,31.0,1.0,Travel_Rarely,330.0,Research & Development,22.0,4,Medical,1.0,4,Male,98.0,3.0,2,Manufacturing Director,3,Married,6179.0,21057.0,1,Y,Yes,15.0,3,4,80.0,2,10.0,3,2,10.0,2.0,6.0,7.0
808.0,48.0,0.0,Travel_Rarely,277.0,Research & Development,6.0,3,Life Sciences,1.0,1,Male,97.0,2.0,2,Healthcare Representative,3,Single,4240.0,13119.0,2,Y,No,13.0,3,4,80.0,0,19.0,0,3,2.0,2.0,2.0,2.0
811.0,43.0,0.0,Travel_Rarely,1473.0,Research & Development,8.0,4,Other,1.0,3,Female,74.0,3.0,2,Healthcare Representative,3,Divorced,4522.0,2227.0,4,Y,Yes,14.0,3,4,80.0,0,8.0,3,3,5.0,2.0,2.220446049250313e-16,2.0
812.0,34.0,0.0,Travel_Rarely,258.0,Sales,21.0,4,Life Sciences,1.0,4,Male,74.0,4.0,2,Sales Executive,4,Single,5337.0,19921.0,1,Y,No,12.0,3,4,80.0,0,10.0,3,3,10.0,7.0,5.0,7.0
813.0,60.0,0.0,Travel_Rarely,696.0,Sales,7.0,4,Marketing,1.0,2,Male,52.0,4.0,2,Sales Executive,4,Divorced,5220.0,10893.0,0,Y,Yes,18.0,3,2,80.0,1,12.0,3,3,11.0,7.0,1.0,9.0
814.0,52.0,0.0,Travel_Rarely,258.0,Research & Development,8.0,4,Other,1.0,3,Female,54.0,3.0,1,Laboratory Technician,1,Married,2950.0,17363.0,9,Y,No,13.0,3,3,80.0,0,12.0,2,1,5.0,4.0,2.220446049250313e-16,4.0
815.0,25.0,0.0,Travel_Rarely,1280.0,Research & Development,7.0,1,Medical,1.0,4,Male,64.0,2.0,1,Research Scientist,4,Married,2889.0,26897.0,1,Y,No,11.0,3,3,80.0,2,2.0,2,3,2.0,2.0,2.0,1.0
816.0,46.0,0.0,Travel_Rarely,705.0,Sales,2.0,4,Marketing,1.0,2,Female,83.0,3.0,5,Manager,1,Single,17490.875,22822.0,3,Y,No,12.0,3,4,80.0,0,22.0,2,2,2.0,2.0,2.0,1.0
818.0,29.0,0.0,Travel_Rarely,1010.0,Research & Development,1.0,3,Life Sciences,1.0,1,Female,97.0,3.0,1,Research Scientist,4,Divorced,3760.0,5598.0,1,Y,No,15.0,3,1,80.0,3,3.0,5,3,3.0,2.0,1.0,2.0
819.0,41.0,1.0,Travel_Frequently,143.0,Sales,4.0,3,Marketing,1.0,1,Male,56.0,3.0,2,Sales Executive,2,Single,9355.0,9558.0,1,Y,No,18.0,3,3,80.0,0,8.0,5,3,8.0,7.0,7.0,7.0
820.0,45.0,0.0,Travel_Rarely,192.0,Research & Development,10.0,2,Life Sciences,1.0,1,Male,69.0,3.0,1,Research Scientist,4,Married,2654.0,9655.0,3,Y,No,21.0,4,4,80.0,2,8.0,3,2,2.0,2.0,2.220446049250313e-16,2.0
821.0,30.0,0.0,Travel_Rarely,855.0,Sales,7.0,4,Marketing,1.0,4,Female,73.0,3.0,2,Sales Executive,1,Divorced,4779.0,12761.0,7,Y,No,14.0,3,2,80.0,2,8.0,3,3,3.0,2.0,2.220446049250313e-16,2.0
822.0,33.0,0.0,Travel_Frequently,1146.0,Sales,25.0,3,Medical,1.0,2,Female,82.0,3.0,2,Sales Executive,3,Married,4539.0,4905.0,1,Y,No,12.0,3,1,80.0,1,10.0,3,2,10.0,7.0,2.220446049250313e-16,1.0
823.0,33.0,0.0,Travel_Rarely,147.0,Human Resources,2.0,3,Human Resources,1.0,2,Male,99.0,3.0,1,Human Resources,3,Married,3600.0,8429.0,1,Y,No,13.0,3,4,80.0,1,5.0,2,3,5.0,4.0,1.0,4.0
824.0,42.0,0.0,Travel_Frequently,748.0,Research & Development,9.0,2,Medical,1.0,1,Female,74.0,3.0,1,Laboratory Technician,4,Single,3673.0,16458.0,1,Y,No,13.0,3,3,80.0,0,12.0,3,3,12.0,9.0,5.0,8.0
825.0,43.0,0.0,Travel_Rarely,531.0,Sales,4.0,4,Marketing,1.0,4,Female,56.0,2.0,3,Sales Executive,4,Single,10231.0,20364.0,3,Y,No,14.0,3,4,80.0,0,23.0,3,4,18.0,7.0,7.499999999999999,14.5
826.0,39.0,0.0,Travel_Rarely,466.0,Research & Development,1.0,1,Life Sciences,1.0,4,Female,65.0,2.0,4,Manufacturing Director,4,Married,12742.0,7060.0,1,Y,No,16.0,3,3,80.0,1,21.0,3,3,18.0,6.0,7.499999999999999,8.0
827.0,39.0,0.0,Travel_Rarely,1431.0,Research & Development,1.0,4,Medical,1.0,3,Female,96.0,3.0,1,Laboratory Technician,3,Divorced,2232.0,15417.0,7,Y,No,14.0,3,3,80.0,3,7.0,1,3,3.0,2.0,1.0,2.0
828.0,35.0,0.0,Non-Travel,1212.0,Sales,8.0,2,Marketing,1.0,3,Female,78.0,2.0,3,Sales Executive,4,Married,10377.0,13755.0,4,Y,Yes,11.0,3,2,80.0,1,16.0,6,2,13.0,2.0,4.0,12.0
830.0,26.0,1.0,Travel_Rarely,1449.0,Research & Development,16.0,4,Medical,1.0,1,Male,45.0,3.0,1,Laboratory Technician,2,Divorced,2373.0,14180.0,2,Y,Yes,13.0,3,4,80.0,1,5.0,2,3,3.0,2.0,2.220446049250313e-16,2.0
832.0,51.0,0.0,Travel_Rarely,1178.0,Sales,14.0,2,Life Sciences,1.0,3,Female,87.0,3.0,2,Sales Executive,4,Married,4936.0,14862.0,4,Y,No,11.0,3,3,80.0,1,18.0,2,2,7.0,7.0,2.220446049250313e-16,7.0
834.0,40.0,0.0,Travel_Rarely,1202.0,Research & Development,2.0,1,Medical,1.0,2,Female,89.0,4.0,2,Healthcare Representative,3,Divorced,6377.0,13888.0,5,Y,No,20.0,4,2,80.0,3,15.0,0,3,12.0,11.0,7.499999999999999,8.0
835.0,32.0,0.0,Travel_Rarely,604.0,Sales,8.0,3,Medical,1.0,3,Male,56.0,4.0,2,Sales Executive,4,Married,6209.0,11693.0,1,Y,No,15.0,3,3,80.0,2,10.0,4,4,10.0,7.0,2.220446049250313e-16,8.0
836.0,28.0,0.0,Travel_Rarely,995.0,Research & Development,9.0,3,Medical,1.0,3,Female,77.0,3.0,1,Research Scientist,3,Divorced,2377.0,9834.0,5,Y,No,18.0,3,2,80.0,1,6.0,2,3,2.0,2.0,2.0,2.0
839.0,40.0,0.0,Travel_Rarely,1398.0,Sales,2.0,4,Life Sciences,1.0,3,Female,79.0,3.0,5,Manager,3,Married,17490.875,13022.0,0,Y,No,14.0,3,4,80.0,0,21.0,2,3,18.0,14.5,1.0,12.0
840.0,45.0,0.0,Travel_Frequently,1249.0,Research & Development,7.0,3,Life Sciences,1.0,1,Male,97.0,3.0,3,Laboratory Technician,1,Divorced,5210.0,20308.0,1,Y,No,18.0,3,1,80.0,1,24.0,2,3,18.0,9.0,7.499999999999999,11.0
841.0,44.0,0.0,Travel_Rarely,1315.0,Research & Development,3.0,4,Other,1.0,4,Male,35.0,3.0,5,Manager,4,Married,17490.875,9358.0,4,Y,Yes,12.0,3,1,80.0,1,26.0,2,4,2.0,2.0,2.220446049250313e-16,1.0
842.0,50.0,0.0,Travel_Rarely,1322.0,Research & Development,28.0,3,Life Sciences,1.0,4,Female,43.0,3.0,4,Research Director,1,Married,16880.0,22422.0,4,Y,Yes,11.0,3,2,80.0,0,25.0,2,3,3.0,2.0,1.0,2.0
843.0,45.0,0.0,Non-Travel,248.0,Research & Development,23.0,2,Life Sciences,1.0,4,Male,42.0,3.0,2,Laboratory Technician,1,Married,3632.9999999999995,14039.0,1,Y,Yes,15.0,3,3,80.0,1,9.0,2,3,9.0,8.0,2.220446049250313e-16,8.0
844.0,35.0,0.0,Travel_Frequently,853.0,Sales,18.0,5,Life Sciences,1.0,2,Male,71.0,3.0,3,Sales Executive,1,Married,9069.0,11031.0,1,Y,No,22.0,4,4,80.0,1,9.0,3,2,9.0,8.0,1.0,8.0
845.0,48.0,0.0,Travel_Rarely,855.0,Research & Development,4.0,3,Life Sciences,1.0,4,Male,54.0,3.0,3,Manufacturing Director,4,Single,7898.0,18706.0,1,Y,No,11.0,3,3,80.0,0,11.0,2,3,10.0,9.0,2.220446049250313e-16,8.0
846.0,40.0,0.0,Travel_Rarely,1300.0,Research & Development,24.0,2,Technical Degree,1.0,1,Male,62.0,3.0,2,Research Scientist,4,Divorced,3319.0,24447.0,1,Y,No,17.0,3,1,80.0,2,9.0,3,3,9.0,8.0,4.0,7.0
847.0,42.0,0.0,Travel_Rarely,544.0,Human Resources,2.0,1,Technical Degree,1.0,3,Male,52.0,3.0,1,Human Resources,3,Divorced,2696.0,24017.0,0,Y,Yes,11.0,3,3,80.0,1,4.0,5,3,3.0,2.0,1.0,0.0
849.0,21.0,0.0,Travel_Rarely,996.0,Research & Development,3.0,2,Medical,1.0,4,Male,100.0,2.0,1,Research Scientist,3,Single,3230.0,10531.0,1,Y,No,17.0,3,1,80.0,0,3.0,4,4,3.0,2.0,1.0,0.0
850.0,38.0,0.0,Travel_Rarely,268.0,Research & Development,2.0,5,Medical,1.0,4,Male,92.0,3.0,1,Research Scientist,3,Married,3057.0,20471.0,6,Y,Yes,13.0,3,2,80.0,1,6.0,0,1,1.0,0.0,2.220446049250313e-16,1.0
851.0,35.0,0.0,Travel_Rarely,1142.0,Research & Development,23.0,4,Medical,1.0,3,Female,30.0,3.0,1,Laboratory Technician,1,Married,4014.0,16002.0,3,Y,Yes,15.0,3,3,80.0,1,4.0,3,3,2.0,2.0,2.0,2.0
852.0,28.0,1.0,Travel_Rarely,1157.0,Research & Development,2.0,4,Medical,1.0,1,Male,84.0,1.0,1,Research Scientist,4,Married,3464.0000000000005,24737.0,5,Y,Yes,13.0,3,4,80.0,0,5.0,4,2,3.0,2.0,2.0,2.0
854.0,53.0,0.0,Travel_Rarely,1376.0,Sales,2.0,2,Medical,1.0,3,Male,45.0,3.0,4,Manager,3,Divorced,14852.0,13938.0,6,Y,No,13.0,3,3,80.0,1,22.0,3,4,17.0,13.0,7.499999999999999,2.0
855.0,35.0,0.0,Travel_Frequently,200.0,Research & Development,18.0,2,Life Sciences,1.0,3,Male,60.0,3.0,3,Manufacturing Director,4,Single,9362.0,19944.0,2,Y,No,11.0,3,3,80.0,0,10.0,2,3,2.0,2.0,2.0,2.0
856.0,36.0,0.0,Travel_Frequently,1480.0,Research & Development,3.0,2,Medical,1.0,4,Male,30.0,3.0,1,Laboratory Technician,2,Single,2088.0,15062.0,4,Y,No,12.0,3,3,80.0,0,13.0,3,2,8.0,7.0,7.0,2.0
857.0,36.0,0.0,Travel_Rarely,1223.0,Research & Development,8.0,3,Technical Degree,1.0,3,Female,59.0,3.0,3,Healthcare Representative,3,Divorced,10096.0,8202.0,1,Y,No,13.0,3,2,80.0,3,17.0,2,3,17.0,14.0,7.499999999999999,8.0
858.0,59.0,0.0,Travel_Rarely,715.0,Research & Development,2.0,3,Life Sciences,1.0,3,Female,69.0,2.0,4,Manufacturing Director,4,Single,13726.0,21829.0,3,Y,Yes,13.0,3,1,80.0,0,30.0,4,3,5.0,3.0,4.0,3.0
863.0,49.0,0.0,Travel_Rarely,174.0,Sales,8.0,4,Technical Degree,1.0,4,Male,56.0,2.0,4,Sales Executive,2,Married,13120.0,11879.0,6,Y,No,17.0,3,2,80.0,1,22.0,3,3,9.0,8.0,2.0,3.0
864.0,36.0,0.0,Travel_Rarely,132.0,Research & Development,6.0,3,Life Sciences,1.0,2,Female,55.0,4.0,1,Laboratory Technician,4,Married,3038.0,22002.0,3,Y,No,12.0,3,2,80.0,0,5.0,3,3,1.0,0.0,2.220446049250313e-16,0.0
867.0,53.0,0.0,Travel_Rarely,970.0,Research & Development,7.0,3,Life Sciences,1.0,3,Male,59.0,4.0,4,Research Director,3,Married,14814.0,13514.0,3,Y,No,19.0,3,3,80.0,0,31.0,3,3,5.0,1.0,1.0,3.0
868.0,53.0,0.0,Travel_Rarely,868.0,Sales,8.0,3,Marketing,1.0,1,Male,73.0,3.0,4,Sales Executive,4,Married,11836.0,22789.0,5,Y,No,14.0,3,3,80.0,1,28.0,3,3,2.0,0.0,2.0,2.0
872.0,31.0,1.0,Travel_Frequently,1445.0,Research & Development,1.0,5,Life Sciences,1.0,3,Female,100.0,4.0,3,Manufacturing Director,2,Single,7446.0,8931.0,1,Y,No,11.0,3,1,80.0,0,10.0,2,3,10.0,8.0,4.0,7.0
874.0,29.0,0.0,Travel_Rarely,1389.0,Research & Development,21.0,4,Life Sciences,1.0,2,Female,51.0,4.0,3,Manufacturing Director,1,Divorced,9980.0,10195.0,1,Y,No,11.0,3,3,80.0,1,10.0,1,3,10.0,9.0,7.499999999999999,8.0
